ensembl_gene_id,external_gene_name,description,mgi_id,go_id
ENSMUSG00000027646,Src,Rous sarcoma oncogene,98397,GO:0000122;GO:0000166;GO:0002102;GO:0002376;GO:0004672;GO:0004713;GO:0004715;GO:0005102;GO:0005178;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005743;GO:0005764;GO:0005770;GO:0005829;GO:0005856;GO:0005884;GO:0005886;GO:0005901;GO:0005911;GO:0005925;GO:0006468;GO:0007155;GO:0007173;GO:0007179;GO:0007229;GO:0007276;GO:0010628;GO:0010632;GO:0010634;GO:0010954;GO:0016004;GO:0016020;GO:0016301;GO:0016477;GO:0016579;GO:0016740;GO:0019899;GO:0019904;GO:0020037;GO:0022407;GO:0030054;GO:0030154;GO:0030900;GO:0031333;GO:0031648;GO:0031669;GO:0032205;GO:0032587;GO:0033146;GO:0034138;GO:0034139;GO:0034446;GO:0034614;GO:0035306;GO:0035331;GO:0035556;GO:0036035;GO:0036120;GO:0038166;GO:0038202;GO:0042169;GO:0042311;GO:0042476;GO:0043066;GO:0043149;GO:0043161;GO:0043274;GO:0044325;GO:0045453;GO:0045747;GO:0045821;GO:0045913;GO:0046875;GO:0048041;GO:0048471;GO:0048477;GO:0050847;GO:0051057;GO:0051219;GO:0051897;GO:0051902;GO:0060065;GO:0060444;GO:0060491;GO:0060576;GO:0061621;GO:0062013;GO:0070102;GO:0070161;GO:0070301;GO:0070374;GO:0070555;GO:0070700;GO:0071253;GO:0071375;GO:0071498;GO:0071560;GO:0071803;GO:0086091;GO:0090263;GO:0097110;GO:1900182;GO:1902564;GO:1903829;GO:1904262;GO:1904263;GO:1904385;GO:2000394;GO:2000588;GO:2000641;GO:2000811;GO:2001237;GO:2001243;GO:2001286
ENSMUSG00000027579,Srms,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites,101865,GO:0000166;GO:0004672;GO:0004713;GO:0004715;GO:0005102;GO:0005515;GO:0005524;GO:0005737;GO:0005886;GO:0006468;GO:0007169;GO:0016301;GO:0016579;GO:0016740;GO:0030154;GO:0031669;GO:0038083;GO:0038202;GO:0043161;GO:1904262;GO:1904263
ENSMUSG00000004865,Srpk1,serine/arginine-rich protein specific kinase 1,106908,GO:0000166;GO:0000245;GO:0000287;GO:0000785;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005694;GO:0005737;GO:0005783;GO:0005829;GO:0005886;GO:0006397;GO:0006468;GO:0007059;GO:0008380;GO:0016301;GO:0016363;GO:0016607;GO:0016740;GO:0030154;GO:0035556;GO:0045070;GO:0045071;GO:0050684;GO:0106310
ENSMUSG00000062604,Srpk2,serine/arginine-rich protein specific kinase 2,1201408,GO:0000166;GO:0000245;GO:0000287;GO:0000785;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005654;GO:0005694;GO:0005730;GO:0005737;GO:0005829;GO:0006397;GO:0006468;GO:0008284;GO:0008380;GO:0010468;GO:0016301;GO:0016607;GO:0016740;GO:0030154;GO:0035556;GO:0045070;GO:0045071;GO:0062176
ENSMUSG00000002007,Srpk3,serine/arginine-rich protein specific kinase 3,1891338,GO:0000166;GO:0000245;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005737;GO:0006468;GO:0007517;GO:0007519;GO:0016301;GO:0016740;GO:0030154;GO:0035556;GO:0050684;GO:0060537;GO:0106310
ENSMUSG00000020272,Stk10,serine/threonine kinase 10,1099439,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005654;GO:0005737;GO:0005886;GO:0006468;GO:0016020;GO:0016301;GO:0016604;GO:0016740;GO:0030334;GO:0035556;GO:0042802;GO:0042803;GO:0046777;GO:0071593;GO:0106310;GO:2000401
ENSMUSG00000003068,Stk11,serine/threonine kinase 11,1341870,GO:0000166;GO:0000287;GO:0001558;GO:0001894;GO:0001944;GO:0002039;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005813;GO:0005829;GO:0005929;GO:0006468;GO:0006470;GO:0006914;GO:0006915;GO:0006974;GO:0007165;GO:0007283;GO:0007286;GO:0007409;GO:0008285;GO:0010212;GO:0010508;GO:0016020;GO:0016301;GO:0016740;GO:0030010;GO:0030111;GO:0030154;GO:0030275;GO:0030295;GO:0030308;GO:0030511;GO:0034504;GO:0042593;GO:0043276;GO:0045059;GO:0046777;GO:0046872;GO:0048814;GO:0050772;GO:0050852;GO:0051645;GO:0051896;GO:0060767;GO:0060770;GO:0070314;GO:0071493;GO:0072332;GO:0090090;GO:0097484;GO:0106310;GO:0120163;GO:0140535;GO:1900182;GO:1901610;GO:1902554;GO:1904262
ENSMUSG00000026201,Stk16,serine/threonine kinase 16,1313271,GO:0000166;GO:0000978;GO:0004672;GO:0004674;GO:0004713;GO:0004715;GO:0005524;GO:0005654;GO:0005737;GO:0005794;GO:0005798;GO:0005829;GO:0005886;GO:0006468;GO:0016020;GO:0016301;GO:0016604;GO:0016740;GO:0045944;GO:0046777;GO:0048471;GO:0071560;GO:0106310
ENSMUSG00000026094,Stk17b,serine/threonine kinase 17b (apoptosis-inducing),2138162,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005654;GO:0005793;GO:0005886;GO:0006468;GO:0006915;GO:0012501;GO:0015629;GO:0016020;GO:0016301;GO:0016740;GO:0035556;GO:0043065;GO:0046777;GO:0090543;GO:0106310;GO:2000271
ENSMUSG00000063410,Stk24,serine/threonine kinase 24,2385007,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005730;GO:0005737;GO:0005794;GO:0005829;GO:0006468;GO:0006915;GO:0008631;GO:0009267;GO:0016020;GO:0016301;GO:0016740;GO:0030336;GO:0034599;GO:0035556;GO:0046777;GO:0046872;GO:0048679;GO:0090443;GO:0097194;GO:0106310
ENSMUSG00000026277,Stk25,serine/threonine kinase 25 (yeast),1891699,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005794;GO:0006468;GO:0007163;GO:0007409;GO:0016301;GO:0016740;GO:0032874;GO:0034599;GO:0035556;GO:0036481;GO:0042803;GO:0046872;GO:0050772;GO:0051645;GO:0051683;GO:0090168;GO:0090443;GO:0106310
ENSMUSG00000031112,Stk26,serine/threonine kinase 26,1917665,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0005794;GO:0005798;GO:0005829;GO:0006468;GO:0006915;GO:0009267;GO:0016020;GO:0016301;GO:0016324;GO:0016740;GO:0030336;GO:0034599;GO:0035556;GO:0042802;GO:0042803;GO:0042981;GO:0046777;GO:0046872;GO:0048471;GO:0071944;GO:0090443;GO:0106310;GO:1903698
ENSMUSG00000022329,Stk3,serine/threonine kinase 3,1928487,GO:0000166;GO:0000287;GO:0001841;GO:0003157;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005813;GO:0006468;GO:0006606;GO:0006915;GO:0007165;GO:0007254;GO:0007417;GO:0008283;GO:0008285;GO:0008625;GO:0010468;GO:0016301;GO:0016740;GO:0032991;GO:0035265;GO:0035329;GO:0035332;GO:0035556;GO:0042802;GO:0043065;GO:0043408;GO:0043491;GO:0045600;GO:0046330;GO:0046621;GO:0046872;GO:0050673;GO:0050680;GO:0050821;GO:0051262;GO:0051299;GO:0051897;GO:0060070;GO:0060215;GO:0060706;GO:0060800;GO:0071539;GO:0090090;GO:0097284;GO:0106310;GO:0140537;GO:1902043
ENSMUSG00000023403,Stk31,serine threonine kinase 31,1924735,GO:0000166;GO:0001669;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0006468;GO:0016301;GO:0016740;GO:0106310
ENSMUSG00000039954,Stk32a,serine/threonine kinase 32A,2442403,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005886;GO:0006468;GO:0016020;GO:0016301;GO:0016740;GO:0035556;GO:0046872;GO:0106310
ENSMUSG00000029123,Stk32b,serine/threonine kinase 32B,1927552,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0006468;GO:0016301;GO:0016740;GO:0035556;GO:0046872;GO:0106310
ENSMUSG00000015981,Stk32c,serine/threonine kinase 32C,2385336,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0006468;GO:0016301;GO:0016740;GO:0035556;GO:0046872;GO:0106310
ENSMUSG00000031027,Stk33,serine/threonine kinase 33,2152419,GO:0000166;GO:0002177;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005856;GO:0006468;GO:0007283;GO:0016301;GO:0016740;GO:0030154;GO:0044773;GO:0046777;GO:0048471;GO:0106310;GO:1905198
ENSMUSG00000037885,Stk35,serine/threonine kinase 35,1914583,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0006468;GO:0010972;GO:0016301;GO:0016604;GO:0016740;GO:0106310;GO:0110031
ENSMUSG00000033276,Stk36,serine/threonine kinase 36,1920831,GO:0000166;GO:0001222;GO:0003351;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005576;GO:0005634;GO:0005737;GO:0005829;GO:0005856;GO:0006468;GO:0007017;GO:0007224;GO:0007420;GO:0009791;GO:0016301;GO:0016740;GO:0030030;GO:0035082;GO:0042995;GO:0045880;GO:0046872;GO:0051090;GO:0060271;GO:0106310
ENSMUSG00000024006,Stk38,serine/threonine kinase 38,2442572,GO:0000077;GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005694;GO:0005737;GO:0005829;GO:0006325;GO:0006468;GO:0006974;GO:0007010;GO:0016301;GO:0016740;GO:0031435;GO:0035556;GO:0035861;GO:0043407;GO:0046872;GO:0106310;GO:0140035;GO:0140566;GO:0141185
ENSMUSG00000001630,Stk38l,serine/threonine kinase 38 like,1922250,GO:0000166;GO:0000287;GO:0003779;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0005829;GO:0005856;GO:0006468;GO:0010507;GO:0010508;GO:0015629;GO:0016020;GO:0016301;GO:0016740;GO:0035556;GO:0046872;GO:0051128;GO:0106310
ENSMUSG00000027030,Stk39,serine/threonine kinase 39,1858416,GO:0000166;GO:0002021;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0005938;GO:0006468;GO:0006884;GO:0006954;GO:0007165;GO:0008217;GO:0010820;GO:0016020;GO:0016301;GO:0016323;GO:0016324;GO:0016740;GO:0018107;GO:0019870;GO:0019901;GO:0030644;GO:0034763;GO:0035556;GO:0035725;GO:0035865;GO:0036438;GO:0038146;GO:0042116;GO:0043268;GO:0044297;GO:0044325;GO:0046777;GO:0050727;GO:0050801;GO:0070294;GO:0071474;GO:0071476;GO:0071805;GO:0090188;GO:0099106;GO:0106310;GO:0141109;GO:1900745;GO:1901380;GO:1902306;GO:1903288;GO:1903784;GO:1904044;GO:1904062;GO:1990869
ENSMUSG00000018209,Stk4,serine/threonine kinase 4,1929004,GO:0000166;GO:0000287;GO:0000902;GO:0001569;GO:0001841;GO:0003157;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006468;GO:0006606;GO:0006915;GO:0007165;GO:0007417;GO:0008283;GO:0008285;GO:0008625;GO:0016301;GO:0016604;GO:0016740;GO:0030216;GO:0032991;GO:0035265;GO:0035329;GO:0035332;GO:0035556;GO:0042802;GO:0042803;GO:0043065;GO:0043408;GO:0045600;GO:0046621;GO:0046872;GO:0050673;GO:0050680;GO:0050821;GO:0051262;GO:0060070;GO:0060215;GO:0060706;GO:0060800;GO:0061629;GO:0090090;GO:0097284;GO:0106310;GO:1902043;GO:1903945;GO:1904237;GO:2001233
ENSMUSG00000042608,Stk40,serine/threonine kinase 40,1921428,GO:0000166;GO:0003016;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0005977;GO:0006468;GO:0010468;GO:0016301;GO:0016740;GO:0030324;GO:0035264;GO:0043066;GO:0043408;GO:0048286;GO:0060425;GO:0106310
ENSMUSG00000049897,Stkld1,serine/threonine kinase-like domain containing 1,2685557,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005575;GO:0006468
ENSMUSG00000069631,Strada,STE20-related kinase adaptor alpha,1919399,GO:0004672;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006468;GO:0006611;GO:0019900;GO:0030295;GO:0032147;GO:0032991;GO:0043539;GO:0070314;GO:0140535;GO:1902554
ENSMUSG00000026027,Stradb,STE20-related kinase adaptor beta,2144047,GO:0000166;GO:0000902;GO:0004672;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006468;GO:0006611;GO:0007010;GO:0007254;GO:0016235;GO:0032147;GO:0043539;GO:1902554;GO:2001240
ENSMUSG00000030224,Strap,serine/threonine kinase receptor associated protein,1329037,GO:0000122;GO:0000380;GO:0000387;GO:0000398;GO:0003723;GO:0003729;GO:0005102;GO:0005515;GO:0005634;GO:0005737;GO:0005829;GO:0006397;GO:0008380;GO:0016301;GO:0022618;GO:0030182;GO:0030277;GO:0030512;GO:0032797;GO:0034653;GO:0034719;GO:0048384;GO:1990447
ENSMUSG00000032899,Styk1,serine/threonine/tyrosine kinase 1,2141396,GO:0000166;GO:0004672;GO:0004713;GO:0004715;GO:0005524;GO:0005886;GO:0006468;GO:0016020;GO:0016301;GO:0016740
ENSMUSG00000021457,Syk,spleen tyrosine kinase,99515,GO:0000045;GO:0000166;GO:0001525;GO:0001775;GO:0001784;GO:0001819;GO:0001820;GO:0001945;GO:0002092;GO:0002223;GO:0002250;GO:0002281;GO:0002283;GO:0002366;GO:0002376;GO:0002554;GO:0002752;GO:0004672;GO:0004674;GO:0004713;GO:0004715;GO:0005102;GO:0005178;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0006606;GO:0007159;GO:0007166;GO:0007167;GO:0007186;GO:0007229;GO:0010507;GO:0010508;GO:0010543;GO:0010803;GO:0016020;GO:0016170;GO:0016301;GO:0016740;GO:0018108;GO:0019370;GO:0019722;GO:0019815;GO:0019901;GO:0019902;GO:0019904;GO:0030183;GO:0030593;GO:0031334;GO:0031410;GO:0031623;GO:0031669;GO:0032009;GO:0032481;GO:0032725;GO:0032733;GO:0032735;GO:0032752;GO:0032753;GO:0032755;GO:0032757;GO:0032760;GO:0032765;GO:0032928;GO:0032930;GO:0032991;GO:0033630;GO:0035325;GO:0035556;GO:0038063;GO:0038156;GO:0038202;GO:0042101;GO:0042169;GO:0042492;GO:0042742;GO:0043274;GO:0043303;GO:0043306;GO:0043313;GO:0043366;GO:0043410;GO:0045087;GO:0045335;GO:0045579;GO:0045588;GO:0045780;GO:0046638;GO:0046641;GO:0048514;GO:0050764;GO:0050850;GO:0050851;GO:0050853;GO:0051649;GO:0070372;GO:0071226;GO:0071396;GO:0071404;GO:0071639;GO:0090237;GO:0090330;GO:0097110;GO:0097190;GO:0097242;GO:0120162;GO:1904262;GO:1904263;GO:1904646;GO:1990858
ENSMUSG00000035476,Tab3,TGF-beta activated kinase 1/MAP3K7 binding protein 3,1913974,GO:0005783;GO:0005829;GO:0007249;GO:0008270;GO:0016301;GO:0038061;GO:0038066;GO:0042742;GO:0043123;GO:0043124;GO:0043130;GO:0046872;GO:0060090;GO:0070530
ENSMUSG00000031314,Taf1,TATA-box binding protein associated factor 1,1336878,GO:0000166;GO:0003677;GO:0004402;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005669;GO:0006338;GO:0006352;GO:0006366;GO:0009410;GO:0016251;GO:0016301;GO:0016740;GO:0016746;GO:0017025;GO:0042789;GO:0045120;GO:0051123;GO:0060261;GO:0061733;GO:0071339;GO:0106310;GO:1990841
ENSMUSG00000017291,Taok1,TAO kinase 1,1914490,GO:0000166;GO:0000226;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0005829;GO:0005886;GO:0006281;GO:0006468;GO:0006915;GO:0006974;GO:0007026;GO:0007095;GO:0015630;GO:0016301;GO:0016604;GO:0016740;GO:0021954;GO:0032874;GO:0043014;GO:0046330;GO:0048471;GO:0048487;GO:0051493;GO:0070050;GO:0097194;GO:0106310
ENSMUSG00000059981,Taok2,TAO kinase 2,1915919,GO:0000165;GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0005856;GO:0006468;GO:0006974;GO:0007095;GO:0007409;GO:0008360;GO:0015629;GO:0016020;GO:0016301;GO:0016740;GO:0030036;GO:0030424;GO:0030425;GO:0030659;GO:0031410;GO:0031434;GO:0032874;GO:0032956;GO:0038191;GO:0042995;GO:0043005;GO:0043235;GO:0043408;GO:0043410;GO:0044294;GO:0044295;GO:0046330;GO:0048041;GO:0048812;GO:0051403;GO:0106310;GO:0150019;GO:0150020
ENSMUSG00000061288,Taok3,TAO kinase 3,3041177,GO:0000165;GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0005811;GO:0005886;GO:0006281;GO:0006468;GO:0006974;GO:0007095;GO:0016020;GO:0016301;GO:0016740;GO:0032874;GO:0043408;GO:0045121;GO:0046329;GO:0046330;GO:0048812;GO:0106310
ENSMUSG00000028030,Tbck,TBC1 domain containing kinase,2445052,GO:0004672;GO:0005096;GO:0005524;GO:0005737;GO:0005768;GO:0005769;GO:0005819;GO:0005856;GO:0006468;GO:0008283;GO:0030036;GO:0030496;GO:0032006;GO:0072686
ENSMUSG00000020115,Tbk1,TANK-binding kinase 1,1929658,GO:0000166;GO:0002181;GO:0002218;GO:0002376;GO:0002753;GO:0003676;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005654;GO:0005737;GO:0005829;GO:0006468;GO:0006606;GO:0009299;GO:0010468;GO:0010508;GO:0010628;GO:0010629;GO:0016239;GO:0016301;GO:0016740;GO:0018105;GO:0018107;GO:0019903;GO:0031669;GO:0032008;GO:0032479;GO:0032481;GO:0032727;GO:0032728;GO:0034142;GO:0038202;GO:0038203;GO:0042802;GO:0043123;GO:0043491;GO:0044565;GO:0045087;GO:0045944;GO:0045948;GO:0050830;GO:0051219;GO:0051607;GO:0051897;GO:0060340;GO:0061470;GO:0061629;GO:0098542;GO:0106310;GO:0140374;GO:0140896;GO:1904262;GO:1904263;GO:1904417;GO:1904515
ENSMUSG00000029217,Tec,tec protein tyrosine kinase,98662,GO:0000166;GO:0002250;GO:0002376;GO:0004672;GO:0004713;GO:0004715;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0005856;GO:0005886;GO:0006468;GO:0007229;GO:0008270;GO:0008289;GO:0010543;GO:0016301;GO:0016740;GO:0035556;GO:0042246;GO:0046872;GO:0050853
ENSMUSG00000006386,Tek,TEK receptor tyrosine kinase,98664,GO:0000166;GO:0001525;GO:0001569;GO:0001570;GO:0001725;GO:0001935;GO:0001936;GO:0002040;GO:0002720;GO:0004672;GO:0004713;GO:0004714;GO:0005515;GO:0005524;GO:0005576;GO:0005737;GO:0005813;GO:0005856;GO:0005884;GO:0005886;GO:0005902;GO:0005911;GO:0005925;GO:0006468;GO:0007160;GO:0007166;GO:0007169;GO:0007507;GO:0009925;GO:0009967;GO:0009986;GO:0010595;GO:0016020;GO:0016301;GO:0016323;GO:0016324;GO:0016525;GO:0016740;GO:0018108;GO:0030097;GO:0030334;GO:0030949;GO:0031589;GO:0032526;GO:0032878;GO:0034446;GO:0035022;GO:0035025;GO:0036064;GO:0038023;GO:0042307;GO:0042802;GO:0043066;GO:0043235;GO:0043410;GO:0045121;GO:0045765;GO:0045766;GO:0045785;GO:0046872;GO:0048014;GO:0048471;GO:0048754;GO:0051240;GO:0051894;GO:0051897;GO:0060347;GO:0070161;GO:0070374;GO:0071260;GO:0098609;GO:1901222;GO:1902531;GO:1902533;GO:2000351;GO:2000352
ENSMUSG00000028458,Tesk1,testis specific protein kinase 1,1201675,GO:0000166;GO:0004672;GO:0004674;GO:0004712;GO:0004713;GO:0005524;GO:0005634;GO:0005737;GO:0005813;GO:0005856;GO:0006468;GO:0007283;GO:0016301;GO:0016740;GO:0019901;GO:0030027;GO:0030036;GO:0030291;GO:0031410;GO:0032880;GO:0032956;GO:0042995;GO:0046872;GO:0048471;GO:0051496;GO:0051650;GO:0070966;GO:0090521;GO:0106310;GO:1900026;GO:1900182;GO:1902018
ENSMUSG00000033985,Tesk2,testis-specific kinase 2,2385204,GO:0000166;GO:0004672;GO:0004674;GO:0004712;GO:0004713;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0006468;GO:0007283;GO:0016301;GO:0016604;GO:0016740;GO:0030036;GO:0046872;GO:0048041;GO:0106310
ENSMUSG00000010342,Tex14,testis expressed gene 14 intercellular bridge forming factor,1933227,GO:0000166;GO:0000775;GO:0000776;GO:0004672;GO:0005515;GO:0005524;GO:0005694;GO:0005737;GO:0006468;GO:0007094;GO:0007140;GO:0008608;GO:0019901;GO:0030496;GO:0032466;GO:0043063;GO:0045171;GO:0051301;GO:0051306;GO:1990830
ENSMUSG00000007613,Tgfbr1,"transforming growth factor, beta receptor I",98728,GO:0000166;GO:0001501;GO:0001525;GO:0001701;GO:0001822;GO:0001824;GO:0001837;GO:0001935;GO:0001937;GO:0001938;GO:0002088;GO:0003222;GO:0003223;GO:0004672;GO:0004674;GO:0004675;GO:0005024;GO:0005025;GO:0005102;GO:0005114;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005768;GO:0005886;GO:0005901;GO:0005923;GO:0005929;GO:0006355;GO:0006468;GO:0006915;GO:0007154;GO:0007165;GO:0007178;GO:0007179;GO:0007399;GO:0007507;GO:0008284;GO:0008354;GO:0008584;GO:0009791;GO:0009952;GO:0009986;GO:0010468;GO:0010628;GO:0010717;GO:0010718;GO:0016020;GO:0016301;GO:0016361;GO:0016740;GO:0019838;GO:0023052;GO:0030154;GO:0030199;GO:0030307;GO:0030335;GO:0030336;GO:0031396;GO:0031625;GO:0032331;GO:0032924;GO:0033993;GO:0035556;GO:0036446;GO:0042118;GO:0043065;GO:0043066;GO:0043235;GO:0043542;GO:0045121;GO:0045596;GO:0045893;GO:0046332;GO:0046847;GO:0046872;GO:0048179;GO:0048185;GO:0048538;GO:0048663;GO:0048701;GO:0048705;GO:0048762;GO:0048844;GO:0048870;GO:0050431;GO:0051491;GO:0051496;GO:0051897;GO:0060017;GO:0060021;GO:0060037;GO:0060043;GO:0060317;GO:0060391;GO:0060395;GO:0060412;GO:0060978;GO:0060982;GO:0061450;GO:0070021;GO:0070161;GO:0070411;GO:0070723;GO:0071363;GO:0071560;GO:0097305;GO:0101023;GO:1901203;GO:1902462;GO:1904018;GO:1905007;GO:1905075;GO:1905223;GO:2000026;GO:2001235;GO:2001237
ENSMUSG00000032440,Tgfbr2,"transforming growth factor, beta receptor II",98729,GO:0000166;GO:0001569;GO:0001570;GO:0001701;GO:0001837;GO:0001947;GO:0002053;GO:0002088;GO:0002651;GO:0002663;GO:0002666;GO:0003148;GO:0003149;GO:0003151;GO:0003180;GO:0003181;GO:0003186;GO:0003214;GO:0003274;GO:0003417;GO:0003430;GO:0004672;GO:0004674;GO:0004675;GO:0005024;GO:0005026;GO:0005515;GO:0005524;GO:0005539;GO:0005886;GO:0005901;GO:0006468;GO:0006915;GO:0007178;GO:0007179;GO:0007219;GO:0007224;GO:0007369;GO:0007399;GO:0007420;GO:0007507;GO:0008284;GO:0009410;GO:0009897;GO:0009986;GO:0010468;GO:0010634;GO:0010718;GO:0016020;GO:0016301;GO:0016361;GO:0016604;GO:0016740;GO:0019209;GO:0030154;GO:0030324;GO:0032924;GO:0033993;GO:0034713;GO:0035162;GO:0035909;GO:0038023;GO:0042127;GO:0043235;GO:0045121;GO:0045766;GO:0046332;GO:0046872;GO:0048179;GO:0048185;GO:0048701;GO:0048844;GO:0050431;GO:0051094;GO:0051138;GO:0051216;GO:0051239;GO:0060021;GO:0060391;GO:0060395;GO:0060412;GO:0060425;GO:0060433;GO:0060434;GO:0060439;GO:0060440;GO:0060443;GO:0060463;GO:0061520;GO:0062009;GO:0070021;GO:0070723;GO:0071363;GO:0072091;GO:1905007;GO:1905317;GO:1990086;GO:1990428;GO:2000379;GO:2000563;GO:2000736
ENSMUSG00000033191,Tie1,tyrosine kinase with immunoglobulin-like and EGF-like domains 1,99906,GO:0000166;GO:0001525;GO:0001568;GO:0001570;GO:0001701;GO:0001936;GO:0003180;GO:0004672;GO:0004713;GO:0004714;GO:0005515;GO:0005524;GO:0005886;GO:0006468;GO:0007169;GO:0007507;GO:0016020;GO:0016301;GO:0016525;GO:0016740;GO:0030154;GO:0030336;GO:0032526;GO:0043235;GO:0045026;GO:0045766;GO:0048754;GO:0048771;GO:0060836;GO:0060854;GO:1901201
ENSMUSG00000025574,Tk1,thymidine kinase 1,98763,GO:0000166;GO:0004797;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0008270;GO:0009157;GO:0016301;GO:0016740;GO:0042802;GO:0046104;GO:0046105;GO:0046872;GO:0051289;GO:0071897;GO:1904860
ENSMUSG00000035824,Tk2,"thymidine kinase 2, mitochondrial",1913266,GO:0000166;GO:0004137;GO:0004797;GO:0005524;GO:0005739;GO:0006139;GO:0009157;GO:0016301;GO:0016740;GO:0019136;GO:0046092;GO:0046104;GO:0071897;GO:1901135
ENSMUSG00000034371,Tkfc,"triokinase, FMN cyclase",2385084,GO:0000166;GO:0003824;GO:0004371;GO:0005515;GO:0005524;GO:0005829;GO:0005975;GO:0006071;GO:0016301;GO:0016740;GO:0016773;GO:0016829;GO:0019563;GO:0034012;GO:0039534;GO:0045088;GO:0046835;GO:0046872;GO:0050354;GO:0061624;GO:0061625
ENSMUSG00000041997,Tlk1,tousled-like kinase 1,2441683,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005654;GO:0006325;GO:0006468;GO:0006886;GO:0006974;GO:0007059;GO:0016301;GO:0016740;GO:0035556;GO:0106310;GO:1902275
ENSMUSG00000020694,Tlk2,tousled-like kinase 2 (Arabidopsis),1346023,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005856;GO:0005882;GO:0006325;GO:0006468;GO:0006974;GO:0007059;GO:0007283;GO:0016301;GO:0016740;GO:0018105;GO:0030154;GO:0032435;GO:0035556;GO:0042802;GO:0044325;GO:0048471;GO:0051647;GO:0071480;GO:0106310;GO:1902275
ENSMUSG00000027692,Tnik,TRAF2 and NCK interacting kinase,1916264,GO:0000165;GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005768;GO:0005829;GO:0005856;GO:0006468;GO:0007010;GO:0007399;GO:0016055;GO:0016301;GO:0016324;GO:0016740;GO:0030036;GO:0035556;GO:0043408;GO:0046330;GO:0046777;GO:0048471;GO:0048812;GO:0048814;GO:0055037;GO:0098696;GO:0098793;GO:0098978;GO:0099092;GO:0106310;GO:1903698
ENSMUSG00000001583,Tnk1,"tyrosine kinase, non-receptor, 1",1930958,GO:0000166;GO:0004672;GO:0004713;GO:0004715;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0016020;GO:0016301;GO:0016740;GO:0030308;GO:0046580;GO:0046777
