MGI symbol	Gene stable ID	UniProtKB/Swiss-Prot ID	MGI ID	Gene name	Gene description
Or6c201	ENSMUSG00000047868		MGI:3030604	Or6c201	olfactory receptor family 6 subfamily C member 201 [Source:MGI Symbol;Acc:MGI:3030604]
Ssu72	ENSMUSG00000029038	Q9CY97	MGI:1916241	Ssu72	Ssu72 RNA polymerase II CTD phosphatase homolog (yeast) [Source:MGI Symbol;Acc:MGI:1916241]
Cep72	ENSMUSG00000021572		MGI:1921720	Cep72	centrosomal protein 72 [Source:MGI Symbol;Acc:MGI:1921720]
Or6c202	ENSMUSG00000061367		MGI:3030605	Or6c202	olfactory receptor family 6 subfamily C member 202 [Source:MGI Symbol;Acc:MGI:3030605]
Rgs7	ENSMUSG00000026527		MGI:1346089	Rgs7	regulator of G protein signaling 7 [Source:MGI Symbol;Acc:MGI:1346089]
Or6c203	ENSMUSG00000107662		MGI:3030606	Or6c203	olfactory receptor family 6 subfamily C member 203 [Source:MGI Symbol;Acc:MGI:3030606]
Ppp1cb	ENSMUSG00000014956	P62141	MGI:104871	Ppp1cb	protein phosphatase 1 catalytic subunit beta [Source:MGI Symbol;Acc:MGI:104871]
Or6c204	ENSMUSG00000096000		MGI:3030607	Or6c204	olfactory receptor family 6 subfamily C member 204 [Source:MGI Symbol;Acc:MGI:3030607]
Rgs7	ENSMUSG00000026527	O54829	MGI:1346089	Rgs7	regulator of G protein signaling 7 [Source:MGI Symbol;Acc:MGI:1346089]
Or6c63-ps1	ENSMUSG00000107748		MGI:3030600	Or6c63-ps1	olfactory receptor family 6 subfamily C member 63, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3030600]
Ppp1cb	ENSMUSG00000014956		MGI:104871	Ppp1cb	protein phosphatase 1 catalytic subunit beta [Source:MGI Symbol;Acc:MGI:104871]
Cep72	ENSMUSG00000021572	Q9D3R3	MGI:1921720	Cep72	centrosomal protein 72 [Source:MGI Symbol;Acc:MGI:1921720]
Adgrl1	ENSMUSG00000013033	Q80TR1	MGI:1929461	Adgrl1	adhesion G protein-coupled receptor L1 [Source:MGI Symbol;Acc:MGI:1929461]
Slc44a3	ENSMUSG00000039865	Q921V7	MGI:2384860	Slc44a3	solute carrier family 44, member 3 [Source:MGI Symbol;Acc:MGI:2384860]
Tro	ENSMUSG00000025272		MGI:1928994	Tro	trophinin [Source:MGI Symbol;Acc:MGI:1928994]
Adgrl1	ENSMUSG00000013033		MGI:1929461	Adgrl1	adhesion G protein-coupled receptor L1 [Source:MGI Symbol;Acc:MGI:1929461]
Cep112	ENSMUSG00000020728		MGI:1923673	Cep112	centrosomal protein 112 [Source:MGI Symbol;Acc:MGI:1923673]
Tac1	ENSMUSG00000061762	P41539	MGI:98474	Tac1	tachykinin 1 [Source:MGI Symbol;Acc:MGI:98474]
Tac1	ENSMUSG00000061762		MGI:98474	Tac1	tachykinin 1 [Source:MGI Symbol;Acc:MGI:98474]
F3	ENSMUSG00000028128		MGI:88381	F3	coagulation factor III [Source:MGI Symbol;Acc:MGI:88381]
H2bc23	ENSMUSG00000069307	P10853	MGI:3702051	H2bc23	H2B clustered histone 23 [Source:MGI Symbol;Acc:MGI:3702051]
Cep112	ENSMUSG00000020728	Q5PR68	MGI:1923673	Cep112	centrosomal protein 112 [Source:MGI Symbol;Acc:MGI:1923673]
Scel	ENSMUSG00000022123		MGI:1891228	Scel	sciellin [Source:MGI Symbol;Acc:MGI:1891228]
Asf1b	ENSMUSG00000005470	Q9DAP7	MGI:1914179	Asf1b	anti-silencing function 1B histone chaperone [Source:MGI Symbol;Acc:MGI:1914179]
H2bc23	ENSMUSG00000069307		MGI:3702051	H2bc23	H2B clustered histone 23 [Source:MGI Symbol;Acc:MGI:3702051]
Fh1	ENSMUSG00000026526	P97807	MGI:95530	Fh1	fumarate hydratase 1 [Source:MGI Symbol;Acc:MGI:95530]
Scel	ENSMUSG00000022123	Q9EQG3	MGI:1891228	Scel	sciellin [Source:MGI Symbol;Acc:MGI:1891228]
H2ac23	ENSMUSG00000094248	C0HKE1	MGI:2448302	H2ac23	H2A clustered histone 23 [Source:MGI Symbol;Acc:MGI:2448302]
H2ac23	ENSMUSG00000094248	C0HKE2	MGI:2448302	H2ac23	H2A clustered histone 23 [Source:MGI Symbol;Acc:MGI:2448302]
H2ac23	ENSMUSG00000094248	C0HKE3	MGI:2448302	H2ac23	H2A clustered histone 23 [Source:MGI Symbol;Acc:MGI:2448302]
H2ac23	ENSMUSG00000094248	C0HKE4	MGI:2448302	H2ac23	H2A clustered histone 23 [Source:MGI Symbol;Acc:MGI:2448302]
H2ac23	ENSMUSG00000094248	C0HKE5	MGI:2448302	H2ac23	H2A clustered histone 23 [Source:MGI Symbol;Acc:MGI:2448302]
H2ac23	ENSMUSG00000094248	C0HKE6	MGI:2448302	H2ac23	H2A clustered histone 23 [Source:MGI Symbol;Acc:MGI:2448302]
H2ac23	ENSMUSG00000094248	C0HKE7	MGI:2448302	H2ac23	H2A clustered histone 23 [Source:MGI Symbol;Acc:MGI:2448302]
H2ac23	ENSMUSG00000094248	C0HKE8	MGI:2448302	H2ac23	H2A clustered histone 23 [Source:MGI Symbol;Acc:MGI:2448302]
H2ac23	ENSMUSG00000094248	C0HKE9	MGI:2448302	H2ac23	H2A clustered histone 23 [Source:MGI Symbol;Acc:MGI:2448302]
Fh1	ENSMUSG00000026526		MGI:95530	Fh1	fumarate hydratase 1 [Source:MGI Symbol;Acc:MGI:95530]
Ctsd	ENSMUSG00000007891	P18242	MGI:88562	Ctsd	cathepsin D [Source:MGI Symbol;Acc:MGI:88562]
Ctsd	ENSMUSG00000007891		MGI:88562	Ctsd	cathepsin D [Source:MGI Symbol;Acc:MGI:88562]
H4c17	ENSMUSG00000069306	P62806	MGI:2448441	H4c17	H4 clustered histone 17 [Source:MGI Symbol;Acc:MGI:2448441]
Samd1	ENSMUSG00000079003	D3YXK1	MGI:2142433	Samd1	sterile alpha motif domain containing 1 [Source:MGI Symbol;Acc:MGI:2142433]
H4c18	ENSMUSG00000069305	P62806	MGI:4843992	H4c18	H4 clustered histone 18 [Source:MGI Symbol;Acc:MGI:4843992]
Misp3	ENSMUSG00000074217		MGI:1917384	Misp3	MISP family member 3 [Source:MGI Symbol;Acc:MGI:1917384]
H2ac24	ENSMUSG00000094777	C0HKE1	MGI:3710573	H2ac24	H2A clustered histone 24 [Source:MGI Symbol;Acc:MGI:3710573]
H2ac24	ENSMUSG00000094777	C0HKE2	MGI:3710573	H2ac24	H2A clustered histone 24 [Source:MGI Symbol;Acc:MGI:3710573]
H2ac24	ENSMUSG00000094777	C0HKE3	MGI:3710573	H2ac24	H2A clustered histone 24 [Source:MGI Symbol;Acc:MGI:3710573]
H2ac24	ENSMUSG00000094777	C0HKE4	MGI:3710573	H2ac24	H2A clustered histone 24 [Source:MGI Symbol;Acc:MGI:3710573]
H2ac24	ENSMUSG00000094777	C0HKE5	MGI:3710573	H2ac24	H2A clustered histone 24 [Source:MGI Symbol;Acc:MGI:3710573]
H2ac24	ENSMUSG00000094777	C0HKE6	MGI:3710573	H2ac24	H2A clustered histone 24 [Source:MGI Symbol;Acc:MGI:3710573]
H2ac24	ENSMUSG00000094777	C0HKE7	MGI:3710573	H2ac24	H2A clustered histone 24 [Source:MGI Symbol;Acc:MGI:3710573]
H2ac24	ENSMUSG00000094777	C0HKE8	MGI:3710573	H2ac24	H2A clustered histone 24 [Source:MGI Symbol;Acc:MGI:3710573]
H2ac24	ENSMUSG00000094777	C0HKE9	MGI:3710573	H2ac24	H2A clustered histone 24 [Source:MGI Symbol;Acc:MGI:3710573]
H2bc24	ENSMUSG00000069303		MGI:3710645	H2bc24	H2B clustered histone 24 [Source:MGI Symbol;Acc:MGI:3710645]
H2bc24	ENSMUSG00000069303	P10853	MGI:3710645	H2bc24	H2B clustered histone 24 [Source:MGI Symbol;Acc:MGI:3710645]
Asns	ENSMUSG00000029752	Q61024	MGI:1350929	Asns	asparagine synthetase [Source:MGI Symbol;Acc:MGI:1350929]
Eln	ENSMUSG00000029675	P54320	MGI:95317	Eln	elastin [Source:MGI Symbol;Acc:MGI:95317]
Palm3	ENSMUSG00000047986	A2TJV2	MGI:1921587	Palm3	paralemmin 3 [Source:MGI Symbol;Acc:MGI:1921587]
Asns	ENSMUSG00000029752		MGI:1350929	Asns	asparagine synthetase [Source:MGI Symbol;Acc:MGI:1350929]
Slain1	ENSMUSG00000055717	Q68FF7	MGI:2145578	Slain1	SLAIN motif family, member 1 [Source:MGI Symbol;Acc:MGI:2145578]
Slain1	ENSMUSG00000055717		MGI:2145578	Slain1	SLAIN motif family, member 1 [Source:MGI Symbol;Acc:MGI:2145578]
Eln	ENSMUSG00000029675		MGI:95317	Eln	elastin [Source:MGI Symbol;Acc:MGI:95317]
C1galt1	ENSMUSG00000042460	Q9JJ06	MGI:2151071	C1galt1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 [Source:MGI Symbol;Acc:MGI:2151071]
Zfp184	ENSMUSG00000006720	Q7TSH9	MGI:1922244	Zfp184	zinc finger protein 184 (Kruppel-like) [Source:MGI Symbol;Acc:MGI:1922244]
Zfp184	ENSMUSG00000006720		MGI:1922244	Zfp184	zinc finger protein 184 (Kruppel-like) [Source:MGI Symbol;Acc:MGI:1922244]
Glp1r	ENSMUSG00000024027	O35659	MGI:99571	Glp1r	glucagon-like peptide 1 receptor [Source:MGI Symbol;Acc:MGI:99571]
Il27ra	ENSMUSG00000005465	O70394	MGI:1355318	Il27ra	interleukin 27 receptor, alpha [Source:MGI Symbol;Acc:MGI:1355318]
Pom121l2	ENSMUSG00000016982		MGI:2684870	Pom121l2	POM121 transmembrane nucleoporin like 2 [Source:MGI Symbol;Acc:MGI:2684870]
Kmo	ENSMUSG00000039783		MGI:2138151	Kmo	kynurenine 3-monooxygenase [Source:MGI Symbol;Acc:MGI:2138151]
Pom121l2	ENSMUSG00000016982	Q5SW25	MGI:2684870	Pom121l2	POM121 transmembrane nucleoporin like 2 [Source:MGI Symbol;Acc:MGI:2684870]
Tmem270	ENSMUSG00000040576	Q6UJB9	MGI:1923879	Tmem270	transmembrane protein 270 [Source:MGI Symbol;Acc:MGI:1923879]
Mios	ENSMUSG00000042447	Q8VE19	MGI:2182066	Mios	meiosis regulator for oocyte development [Source:MGI Symbol;Acc:MGI:2182066]
Rln3	ENSMUSG00000045232	Q8CHK2	MGI:2158015	Rln3	relaxin 3 [Source:MGI Symbol;Acc:MGI:2158015]
Gm10643	ENSMUSG00000074215		MGI:3642507	Gm10643	predicted gene 10643 [Source:MGI Symbol;Acc:MGI:3642507]
Cldn13	ENSMUSG00000008843	Q9Z0S4	MGI:1913102	Cldn13	claudin 13 [Source:MGI Symbol;Acc:MGI:1913102]
Rpa3	ENSMUSG00000012483	Q9CQ71	MGI:1915490	Rpa3	replication protein A3 [Source:MGI Symbol;Acc:MGI:1915490]
Prss16	ENSMUSG00000006179	Q9QXE5	MGI:1859181	Prss16	serine protease 16 (thymus) [Source:MGI Symbol;Acc:MGI:1859181]
Rubcnl	ENSMUSG00000034959		MGI:2685590	Rubcnl	RUN and cysteine rich domain containing beclin 1 interacting protein like [Source:MGI Symbol;Acc:MGI:2685590]
Prss16	ENSMUSG00000006179		MGI:1859181	Prss16	serine protease 16 (thymus) [Source:MGI Symbol;Acc:MGI:1859181]
Umad1	ENSMUSG00000089862		MGI:3840148	Umad1	UMAP1-MVP12 associated (UMA) domain containing 1 [Source:MGI Symbol;Acc:MGI:3840148]
H2ac12	ENSMUSG00000069302	Q8CGP6	MGI:2448295	H2ac12	H2A clustered histone 12 [Source:MGI Symbol;Acc:MGI:2448295]
H2bc12	ENSMUSG00000062727	Q8CGP1	MGI:2448399	H2bc12	H2B clustered histone 12 [Source:MGI Symbol;Acc:MGI:2448399]
Abcd3	ENSMUSG00000028127		MGI:1349216	Abcd3	ATP-binding cassette, sub-family D member 3 [Source:MGI Symbol;Acc:MGI:1349216]
Atad3a	ENSMUSG00000029036	Q925I1	MGI:1919214	Atad3a	ATPase family, AAA domain containing 3A [Source:MGI Symbol;Acc:MGI:1919214]
H4c9	ENSMUSG00000060639	P62806	MGI:2448432	H4c9	H4 clustered histone 9 [Source:MGI Symbol;Acc:MGI:2448432]
H2ac11	ENSMUSG00000069301	C0HKE1	MGI:2448293	H2ac11	H2A clustered histone 11 [Source:MGI Symbol;Acc:MGI:2448293]
H2ac11	ENSMUSG00000069301	C0HKE2	MGI:2448293	H2ac11	H2A clustered histone 11 [Source:MGI Symbol;Acc:MGI:2448293]
H2ac11	ENSMUSG00000069301	C0HKE3	MGI:2448293	H2ac11	H2A clustered histone 11 [Source:MGI Symbol;Acc:MGI:2448293]
H2ac11	ENSMUSG00000069301	C0HKE4	MGI:2448293	H2ac11	H2A clustered histone 11 [Source:MGI Symbol;Acc:MGI:2448293]
H2ac11	ENSMUSG00000069301	C0HKE5	MGI:2448293	H2ac11	H2A clustered histone 11 [Source:MGI Symbol;Acc:MGI:2448293]
H2ac11	ENSMUSG00000069301	C0HKE6	MGI:2448293	H2ac11	H2A clustered histone 11 [Source:MGI Symbol;Acc:MGI:2448293]
H2ac11	ENSMUSG00000069301	C0HKE7	MGI:2448293	H2ac11	H2A clustered histone 11 [Source:MGI Symbol;Acc:MGI:2448293]
H2ac11	ENSMUSG00000069301	C0HKE8	MGI:2448293	H2ac11	H2A clustered histone 11 [Source:MGI Symbol;Acc:MGI:2448293]
H2ac11	ENSMUSG00000069301	C0HKE9	MGI:2448293	H2ac11	H2A clustered histone 11 [Source:MGI Symbol;Acc:MGI:2448293]
H2bc11	ENSMUSG00000069300	P10853	MGI:2448388	H2bc11	H2B clustered histone 11 [Source:MGI Symbol;Acc:MGI:2448388]
Kmo	ENSMUSG00000039783	Q91WN4	MGI:2138151	Kmo	kynurenine 3-monooxygenase [Source:MGI Symbol;Acc:MGI:2138151]
Spryd7	ENSMUSG00000021930	Q3TFQ1	MGI:1913924	Spryd7	SPRY domain containing 7 [Source:MGI Symbol;Acc:MGI:1913924]
Spryd7	ENSMUSG00000021930		MGI:1913924	Spryd7	SPRY domain containing 7 [Source:MGI Symbol;Acc:MGI:1913924]
Vmn1r188	ENSMUSG00000069299		MGI:2182259	Vmn1r188	vomeronasal 1 receptor 188 [Source:MGI Symbol;Acc:MGI:2182259]
Gm45062	ENSMUSG00000107705		MGI:5753638	Gm45062	predicted gene 45062 [Source:MGI Symbol;Acc:MGI:5753638]
Atad3a	ENSMUSG00000029036		MGI:1919214	Atad3a	ATPase family, AAA domain containing 3A [Source:MGI Symbol;Acc:MGI:1919214]
Hbs1l	ENSMUSG00000019977		MGI:1891704	Hbs1l	Hbs1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1891704]
Maged2	ENSMUSG00000025268		MGI:1933391	Maged2	MAGE family member D2 [Source:MGI Symbol;Acc:MGI:1933391]
Vmn1r189	ENSMUSG00000099611		MGI:2182257	Vmn1r189	vomeronasal 1 receptor 189 [Source:MGI Symbol;Acc:MGI:2182257]
Trim13	ENSMUSG00000035235	Q9CYB0	MGI:1913847	Trim13	tripartite motif-containing 13 [Source:MGI Symbol;Acc:MGI:1913847]
Kcnrg	ENSMUSG00000046168	Q2TUM3	MGI:2685591	Kcnrg	potassium channel regulator [Source:MGI Symbol;Acc:MGI:2685591]
Vmn1r191	ENSMUSG00000095916		MGI:2182258	Vmn1r191	vomeronasal 1 receptor 191 [Source:MGI Symbol;Acc:MGI:2182258]
Rfx1	ENSMUSG00000031706		MGI:105982	Rfx1	regulatory factor X, 1 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:105982]
Vmn1r192	ENSMUSG00000099787		MGI:2182260	Vmn1r192	vomeronasal 1 receptor 192 [Source:MGI Symbol;Acc:MGI:2182260]
Opn3	ENSMUSG00000026525	Q9WUK7	MGI:1338022	Opn3	opsin 3 [Source:MGI Symbol;Acc:MGI:1338022]
Hbs1l	ENSMUSG00000019977	Q69ZS7	MGI:1891704	Hbs1l	Hbs1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1891704]
Vmn1r193	ENSMUSG00000046932		MGI:2159695	Vmn1r193	vomeronasal 1 receptor 193 [Source:MGI Symbol;Acc:MGI:2159695]
Chml	ENSMUSG00000078185		MGI:101913	Chml	choroideremia-like [Source:MGI Symbol;Acc:MGI:101913]
Vmn1r194	ENSMUSG00000069297		MGI:3651596	Vmn1r194	vomeronasal 1 receptor 194 [Source:MGI Symbol;Acc:MGI:3651596]
Abcd3	ENSMUSG00000028127	P55096	MGI:1349216	Abcd3	ATP-binding cassette, sub-family D member 3 [Source:MGI Symbol;Acc:MGI:1349216]
Vmn1r195	ENSMUSG00000069296		MGI:2159692	Vmn1r195	vomeronasal 1 receptor 195 [Source:MGI Symbol;Acc:MGI:2159692]
Vwa1	ENSMUSG00000042116	Q8R2Z5	MGI:2179729	Vwa1	von Willebrand factor A domain containing 1 [Source:MGI Symbol;Acc:MGI:2179729]
Tmem88b	ENSMUSG00000073680	Q3TYP4	MGI:2444329	Tmem88b	transmembrane protein 88B [Source:MGI Symbol;Acc:MGI:2444329]
Rfx1	ENSMUSG00000031706	P48377	MGI:105982	Rfx1	regulatory factor X, 1 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:105982]
Itih6	ENSMUSG00000087149		MGI:2685232	Itih6	inter-alpha-trypsin inhibitor heavy chain family member 6 [Source:MGI Symbol;Acc:MGI:2685232]
Vmn1r196	ENSMUSG00000069295		MGI:4438447	Vmn1r196	vomeronasal 1 receptor 196 [Source:MGI Symbol;Acc:MGI:4438447]
Nap1l4	ENSMUSG00000059119	Q78ZA7	MGI:1316687	Nap1l4	nucleosome assembly protein 1-like 4 [Source:MGI Symbol;Acc:MGI:1316687]
Vmn1r197	ENSMUSG00000069294		MGI:2159686	Vmn1r197	vomeronasal 1 receptor 197 [Source:MGI Symbol;Acc:MGI:2159686]
Nap1l4	ENSMUSG00000059119		MGI:1316687	Nap1l4	nucleosome assembly protein 1-like 4 [Source:MGI Symbol;Acc:MGI:1316687]
Arhgap29	ENSMUSG00000039831		MGI:2443818	Arhgap29	Rho GTPase activating protein 29 [Source:MGI Symbol;Acc:MGI:2443818]
Vmn1r198	ENSMUSG00000095125		MGI:2159689	Vmn1r198	vomeronasal 1 receptor 198 [Source:MGI Symbol;Acc:MGI:2159689]
Aldh8a1	ENSMUSG00000037542	Q8BH00	MGI:2653900	Aldh8a1	aldehyde dehydrogenase 8 family, member A1 [Source:MGI Symbol;Acc:MGI:2653900]
Ngdn	ENSMUSG00000022204	Q9DB96	MGI:1916216	Ngdn	neuroguidin, EIF4E binding protein [Source:MGI Symbol;Acc:MGI:1916216]
Vmn1r199	ENSMUSG00000069292		MGI:2159662	Vmn1r199	vomeronasal 1 receptor 199 [Source:MGI Symbol;Acc:MGI:2159662]
1700020N01Rik	ENSMUSG00000050844		MGI:1914942	1700020N01Rik	RIKEN cDNA 1700020N01 gene [Source:MGI Symbol;Acc:MGI:1914942]
Mettl27	ENSMUSG00000040557		MGI:1933146	Mettl27	methyltransferase like 27 [Source:MGI Symbol;Acc:MGI:1933146]
Mrpl20	ENSMUSG00000029066	Q9CQL4	MGI:2137221	Mrpl20	mitochondrial ribosomal protein L20 [Source:MGI Symbol;Acc:MGI:2137221]
Glcci1	ENSMUSG00000029638		MGI:2179717	Glcci1	glucocorticoid induced transcript 1 [Source:MGI Symbol;Acc:MGI:2179717]
Egr2	ENSMUSG00000037868		MGI:95296	Egr2	early growth response 2 [Source:MGI Symbol;Acc:MGI:95296]
Zfhx2	ENSMUSG00000040721	Q2MHN3	MGI:2686934	Zfhx2	zinc finger homeobox 2 [Source:MGI Symbol;Acc:MGI:2686934]
Mrpl20	ENSMUSG00000029066		MGI:2137221	Mrpl20	mitochondrial ribosomal protein L20 [Source:MGI Symbol;Acc:MGI:2137221]
Thtpa	ENSMUSG00000045691	Q8JZL3	MGI:2446078	Thtpa	thiamine triphosphatase [Source:MGI Symbol;Acc:MGI:2446078]
Glcci1	ENSMUSG00000029638	Q8K3I9	MGI:2179717	Glcci1	glucocorticoid induced transcript 1 [Source:MGI Symbol;Acc:MGI:2179717]
Egr2	ENSMUSG00000037868	P08152	MGI:95296	Egr2	early growth response 2 [Source:MGI Symbol;Acc:MGI:95296]
Cldn4	ENSMUSG00000047501	O35054	MGI:1313314	Cldn4	claudin 4 [Source:MGI Symbol;Acc:MGI:1313314]
Cldn3	ENSMUSG00000070473	Q9Z0G9	MGI:1329044	Cldn3	claudin 3 [Source:MGI Symbol;Acc:MGI:1329044]
Ado	ENSMUSG00000057134	Q6PDY2	MGI:2685083	Ado	2-aminoethanethiol dioxygenase [Source:MGI Symbol;Acc:MGI:2685083]
Ado	ENSMUSG00000057134		MGI:2685083	Ado	2-aminoethanethiol dioxygenase [Source:MGI Symbol;Acc:MGI:2685083]
Dcaf15	ENSMUSG00000037103	Q6PFH3	MGI:2684420	Dcaf15	DDB1 and CUL4 associated factor 15 [Source:MGI Symbol;Acc:MGI:2684420]
Dcaf15	ENSMUSG00000037103		MGI:2684420	Dcaf15	DDB1 and CUL4 associated factor 15 [Source:MGI Symbol;Acc:MGI:2684420]
Gzma	ENSMUSG00000023132	P11032	MGI:109266	Gzma	granzyme A [Source:MGI Symbol;Acc:MGI:109266]
Tspoap1	ENSMUSG00000034156	Q7TNF8	MGI:2450877	Tspoap1	TSPO associated protein 1 [Source:MGI Symbol;Acc:MGI:2450877]
Tspoap1	ENSMUSG00000034156		MGI:2450877	Tspoap1	TSPO associated protein 1 [Source:MGI Symbol;Acc:MGI:2450877]
Podnl1	ENSMUSG00000012889	Q6P3Y9	MGI:2685352	Podnl1	podocan-like 1 [Source:MGI Symbol;Acc:MGI:2685352]
Gzmk	ENSMUSG00000042385		MGI:1298232	Gzmk	granzyme K [Source:MGI Symbol;Acc:MGI:1298232]
Abhd11	ENSMUSG00000040532		MGI:1916008	Abhd11	abhydrolase domain containing 11 [Source:MGI Symbol;Acc:MGI:1916008]
Ccnl2	ENSMUSG00000029068	Q9JJA7	MGI:1927119	Ccnl2	cyclin L2 [Source:MGI Symbol;Acc:MGI:1927119]
Gzmk	ENSMUSG00000042385	O35205	MGI:1298232	Gzmk	granzyme K [Source:MGI Symbol;Acc:MGI:1298232]
Gnl3l	ENSMUSG00000025266	Q6PGG6	MGI:2448557	Gnl3l	guanine nucleotide binding protein nucleolar 3 like [Source:MGI Symbol;Acc:MGI:2448557]
Esm1	ENSMUSG00000042379	Q9QYY7	MGI:1918940	Esm1	endothelial cell-specific molecule 1 [Source:MGI Symbol;Acc:MGI:1918940]
Abhd11	ENSMUSG00000040532	Q8K4F5	MGI:1916008	Abhd11	abhydrolase domain containing 11 [Source:MGI Symbol;Acc:MGI:1916008]
Umodl1	ENSMUSG00000054134	Q5DID3	MGI:1929785	Umodl1	uromodulin-like 1 [Source:MGI Symbol;Acc:MGI:1929785]
Gnl3l	ENSMUSG00000025266		MGI:2448557	Gnl3l	guanine nucleotide binding protein nucleolar 3 like [Source:MGI Symbol;Acc:MGI:2448557]
Cspg4b	ENSMUSG00000021763		MGI:3040697	Cspg4b	chondroitin sulfate proteoglycan 4B [Source:MGI Symbol;Acc:MGI:3040697]
Ap1g2	ENSMUSG00000040701		MGI:1328307	Ap1g2	adaptor protein complex AP-1, gamma 2 subunit [Source:MGI Symbol;Acc:MGI:1328307]
Wdr64	ENSMUSG00000026523		MGI:1923070	Wdr64	WD repeat domain 64 [Source:MGI Symbol;Acc:MGI:1923070]
Umodl1	ENSMUSG00000054134		MGI:1929785	Umodl1	uromodulin-like 1 [Source:MGI Symbol;Acc:MGI:1929785]
Ccnl2	ENSMUSG00000029068		MGI:1927119	Ccnl2	cyclin L2 [Source:MGI Symbol;Acc:MGI:1927119]
Wdr64	ENSMUSG00000026523	Q9D565	MGI:1923070	Wdr64	WD repeat domain 64 [Source:MGI Symbol;Acc:MGI:1923070]
Aurkaip1	ENSMUSG00000065990		MGI:1913327	Aurkaip1	aurora kinase A interacting protein 1 [Source:MGI Symbol;Acc:MGI:1913327]
Axin2	ENSMUSG00000000142	O88566	MGI:1270862	Axin2	axin 2 [Source:MGI Symbol;Acc:MGI:1270862]
Axin2	ENSMUSG00000000142		MGI:1270862	Axin2	axin 2 [Source:MGI Symbol;Acc:MGI:1270862]
Snx18	ENSMUSG00000042364		MGI:2137642	Snx18	sorting nexin 18 [Source:MGI Symbol;Acc:MGI:2137642]
Dbi	ENSMUSG00000026385	P31786	MGI:94865	Dbi	diazepam binding inhibitor [Source:MGI Symbol;Acc:MGI:94865]
Dbi	ENSMUSG00000026385		MGI:94865	Dbi	diazepam binding inhibitor [Source:MGI Symbol;Acc:MGI:94865]
Aurkaip1	ENSMUSG00000065990	Q9DCJ7	MGI:1913327	Aurkaip1	aurora kinase A interacting protein 1 [Source:MGI Symbol;Acc:MGI:1913327]
E030025P04Rik	ENSMUSG00000078605		MGI:2685510	E030025P04Rik	RIKEN cDNA E030025P04 gene [Source:MGI Symbol;Acc:MGI:2685510]
Ap1g2	ENSMUSG00000040701	O88512	MGI:1328307	Ap1g2	adaptor protein complex AP-1, gamma 2 subunit [Source:MGI Symbol;Acc:MGI:1328307]
Arhgap29	ENSMUSG00000039831	Q8CGF1	MGI:2443818	Arhgap29	Rho GTPase activating protein 29 [Source:MGI Symbol;Acc:MGI:2443818]
Mxra8	ENSMUSG00000029070		MGI:1922011	Mxra8	matrix-remodelling associated 8 [Source:MGI Symbol;Acc:MGI:1922011]
Ptprb	ENSMUSG00000020154		MGI:97809	Ptprb	protein tyrosine phosphatase receptor type B [Source:MGI Symbol;Acc:MGI:97809]
Ptprb	ENSMUSG00000020154	B2RU80	MGI:97809	Ptprb	protein tyrosine phosphatase receptor type B [Source:MGI Symbol;Acc:MGI:97809]
Kcnmb4	ENSMUSG00000054934	Q9JIN6	MGI:1913272	Kcnmb4	potassium large conductance calcium-activated channel, subfamily M, beta member 4 [Source:MGI Symbol;Acc:MGI:1913272]
Kifc1	ENSMUSG00000079553	Q9QWT9	MGI:109596	Kifc1	kinesin family member C1 [Source:MGI Symbol;Acc:MGI:109596]
Fgd1	ENSMUSG00000025265		MGI:104566	Fgd1	FYVE, RhoGEF and PH domain containing 1 [Source:MGI Symbol;Acc:MGI:104566]
Kifc1	ENSMUSG00000079553		MGI:109596	Kifc1	kinesin family member C1 [Source:MGI Symbol;Acc:MGI:109596]
Ica1	ENSMUSG00000062995		MGI:96391	Ica1	islet cell autoantigen 1 [Source:MGI Symbol;Acc:MGI:96391]
Tdpoz9-ps1	ENSMUSG00000095822	P0DMR6	MGI:3704095	Tdpoz9-ps1	TD and POZ domain containing 9, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3704095]
Stx1a	ENSMUSG00000007207	O35526	MGI:109355	Stx1a	syntaxin 1A (brain) [Source:MGI Symbol;Acc:MGI:109355]
Mxra8	ENSMUSG00000029070	Q9DBV4	MGI:1922011	Mxra8	matrix-remodelling associated 8 [Source:MGI Symbol;Acc:MGI:1922011]
Stx1a	ENSMUSG00000007207		MGI:109355	Stx1a	syntaxin 1A (brain) [Source:MGI Symbol;Acc:MGI:109355]
Fgd1	ENSMUSG00000025265	P52734	MGI:104566	Fgd1	FYVE, RhoGEF and PH domain containing 1 [Source:MGI Symbol;Acc:MGI:104566]
Hspb3	ENSMUSG00000051456	Q9QZ57	MGI:1928479	Hspb3	heat shock protein 3 [Source:MGI Symbol;Acc:MGI:1928479]
Jph4	ENSMUSG00000022208	Q80WT0	MGI:2443113	Jph4	junctophilin 4 [Source:MGI Symbol;Acc:MGI:2443113]
Steap3	ENSMUSG00000026389		MGI:1915678	Steap3	STEAP family member 3 [Source:MGI Symbol;Acc:MGI:1915678]
