HGNC_symbol,HGNC_ID,Ensembl_ID,Ensembl_ID_status,Name_hgnc,Group_hgnc,Group_ID_hgnc,Status_hgnc,Locus_type_hgnc,DBD_lambert,TF_assessment_lambert,InLambert,GO_TF_biomart,InGO_TF,JASPAR_matrix_ids,InJASPAR,Mouse_Symbol,Ensembl_Mouse
ZNF570,,ENSG00000171827,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000981;GO:0045944;GO:0000976;GO:0000978;GO:0006357,Y,,N,Zfp39,ENSMUSG00000037001
ZNF571,,ENSG00000180479,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF572,,ENSG00000180938,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
ZNF573,,ENSG00000189144,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0080090;GO:0060255;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF574,,ENSG00000105732,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,,N,,N,Zfp574,ENSMUSG00000045252
ZNF575,,ENSG00000176472,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,Zfp575,ENSMUSG00000066721
ZNF576,,ENSG00000124444,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0006355;GO:0003700,Y,,N,,
ZNF577,,ENSG00000161551,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0080090;GO:0060255;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF578,,ENSG00000258405,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF579,,ENSG00000218891,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0003723;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0006357;GO:0000976;GO:0000981,Y,,N,Zfp579,ENSMUSG00000051550
ZNF580,,ENSG00000213015,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0005654;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0045944;GO:0006935;GO:0000978;GO:0006357;GO:0010628;GO:0006954;GO:0032757;GO:0000981;GO:0000785;GO:0010595;GO:0001228;GO:1990837;GO:0001938;GO:0070301;GO:0002690,Y,,N,Zfp580,ENSMUSG00000055633
ZNF581,,ENSG00000171425,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0006357;GO:0003700,Y,,N,,
ZNF582,,ENSG00000018869,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,Zfp582,ENSMUSG00000109398
ZNF583,,ENSG00000198440,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,Zfp583,ENSMUSG00000030443
ZNF584,,ENSG00000171574,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,Zfy2,ENSMUSG00000000103
ZNF585A,,ENSG00000196967,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,,N,,N,,
ZNF585B,,ENSG00000245680,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
ZNF586,,ENSG00000083828,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0006355;GO:0000978;GO:0000981;GO:0006357;GO:0045892,Y,,N,Zfy2,ENSMUSG00000000103
ZNF587,,ENSG00000198466,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF587B,,ENSG00000269343,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0008270;GO:0000981;GO:0006357;GO:0045892;GO:0000977,Y,,N,Zfy2,ENSMUSG00000000103
ZNF589,,ENSG00000164048,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,,N,,N,,
ZNF592,,ENSG00000166716,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0006355;GO:0003700;GO:0046627;GO:0042731;GO:0043560,Y,,N,Zfp592,ENSMUSG00000005621
ZNF594,,ENSG00000180626,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,,N,,N,,
ZNF595,,ENSG00000272602,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000122;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF596,,ENSG00000172748,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF597,,ENSG00000167981,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,,N,,N,Zfp597,ENSMUSG00000039789
ZNF598,,ENSG00000167962,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,Zfp598,ENSMUSG00000041130
ZNF599,,ENSG00000153896,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF600,,ENSG00000189190,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
ZNF605,,ENSG00000196458,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,,N,,N,Zfp605,ENSMUSG00000023284
ZNF606,,ENSG00000166704,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,Zfp606,ENSMUSG00000030386
ZNF607,,ENSG00000198182,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF608,,ENSG00000168916,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,Zfp608,ENSMUSG00000052713
ZNF609,,ENSG00000180357,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0005654;GO:0046872;GO:0008270;GO:0000981;GO:0045944;GO:0006357;GO:0007517;GO:2001224;GO:1990841;GO:2000291,Y,,N,Zfp609,ENSMUSG00000040524
ZNF610,,ENSG00000167554,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,Zfy2,ENSMUSG00000000103
ZNF611,,ENSG00000213020,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0005694;GO:0006355;GO:0045893;GO:0000978;GO:0000981;GO:0043565;GO:0006357,Y,,N,,
ZNF613,,ENSG00000176024,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0006357;GO:0003700,Y,,N,,
ZNF614,,ENSG00000142556,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:1990837;GO:0000977,Y,,N,,
ZNF615,,ENSG00000197619,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,,N,,N,,
ZNF616,,ENSG00000204611,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0010558;GO:0000981;GO:0005730;GO:0015630;GO:0045944;GO:0000978;GO:0006357;GO:0000976,Y,,N,,
ZNF618,,ENSG00000157657,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,Zfp618,ENSMUSG00000028358
ZNF619,,ENSG00000177873,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000981;GO:0006357;GO:1990837;GO:0000977;GO:0006355,Y,,N,,
ZNF620,,ENSG00000177842,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF621,,ENSG00000172888,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0032502;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF623,,ENSG00000183309,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0005654;GO:0000978;GO:0000981;GO:0006357,Y,,N,Zfp623,ENSMUSG00000050846
ZNF624,,ENSG00000197566,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF625,,ENSG00000257591,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF626,,ENSG00000188171,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF627,,ENSG00000198551,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,Zfp872,ENSMUSG00000074472
ZNF628,,ENSG00000197483,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0032502;GO:0000978;GO:0000981;GO:0006357;GO:0006355;GO:0003700;GO:0007283,Y,,N,Zfp628,ENSMUSG00000074406
ZNF629,,ENSG00000102870,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,Zfp629,ENSMUSG00000045639
ZNF630,,ENSG00000221994,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0031981;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF639,,ENSG00000121864,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0005654;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0006357;GO:0045892;GO:0000976;GO:0003700;GO:0046718;GO:0001228;GO:0045944;GO:0030307;GO:0043922;GO:0043923,Y,,N,Zfp639,ENSMUSG00000027667
ZNF641,,ENSG00000167528,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0005829;GO:0005654;GO:0046872;GO:0003677;GO:0008270;GO:0005730;GO:0000981;GO:0006357;GO:0000977,Y,,N,Zfp641,ENSMUSG00000022987
ZNF644,,ENSG00000122482,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0001222,Y,,N,Zfp644,ENSMUSG00000049606
ZNF645,,ENSG00000175809,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
ZNF646,,ENSG00000167395,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0006355,Y,,N,Zfp646,ENSMUSG00000049739
ZNF648,,ENSG00000179930,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0006355,Y,,N,Zfp648,ENSMUSG00000066797
ZNF649,,ENSG00000198093,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0005615;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0006357;GO:0003700,Y,,N,,
ZNF652,,ENSG00000198740,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Inferred motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357,Y,,N,Zfp652,ENSMUSG00000075595
ZNF653,,ENSG00000161914,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF; AT hook,Known motif,Y,,N,,N,Zfp653,ENSMUSG00000038895
ZNF654,,ENSG00000175105,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000981;GO:0006357;GO:0003700,Y,,N,Zfp654,ENSMUSG00000047141
ZNF655,,ENSG00000197343,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0005737;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0005730;GO:0000978;GO:0000981;GO:0006357;GO:2000134,Y,,N,Zfp655,ENSMUSG00000007812
ZNF658,,ENSG00000274349,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,,N,,N,,
ZNF66,,ENSG00000160229,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF660,,ENSG00000144792,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0006357;GO:1990837;GO:0003700,Y,,N,,
ZNF662,,ENSG00000182983,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0043565;GO:0006357;GO:0003700,Y,,N,,
ZNF664,,ENSG00000179195,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Inferred motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0006355,Y,,N,Zfp664,ENSMUSG00000079215
ZNF665,,ENSG00000197497,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0005730;GO:0015630;GO:0000978;GO:0000981;GO:0043565;GO:0006357;GO:0045892,Y,,N,Zfp160,ENSMUSG00000067942
ZNF667,,ENSG00000198046,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000122;GO:0000978;GO:0006357;GO:0009891;GO:0003700,Y,,N,Zfp667,ENSMUSG00000054893
ZNF668,,ENSG00000167394,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,Zfp668,ENSMUSG00000049728
ZNF669,,ENSG00000188295,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,Zfp78,ENSMUSG00000055150
ZNF670,,ENSG00000277462,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0006629,Y,,N,,
ZNF671,,ENSG00000083814,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0006357;GO:0045892;GO:0003700,Y,,N,,
ZNF672,,ENSG00000171161,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0005654;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0043565,Y,,N,Zfp672,ENSMUSG00000049755
ZNF674,,ENSG00000251192,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0032502;GO:0000981;GO:0006357;GO:0045892;GO:1990837;GO:0000977,Y,,N,Zfp78,ENSMUSG00000055150
ZNF675,,ENSG00000197372,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000122;GO:0000978;GO:0000981;GO:0043124;GO:0001960;GO:0045671;GO:0046329;GO:0048471;GO:0045453;GO:0031625;GO:0010804;GO:2000660,Y,,N,,
ZNF676,,ENSG00000196109,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF677,,ENSG00000197928,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF678,,ENSG00000181450,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000122;GO:0000978;GO:0000981;GO:0006355,Y,,N,Zfp595,ENSMUSG00000057842
ZNF679,,ENSG00000197123,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Inferred motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF680,,ENSG00000173041,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF681,,ENSG00000196172,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,Zfp595,ENSMUSG00000057842
ZNF682,,ENSG00000197124,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000122;GO:0000978;GO:0000981,Y,,N,Zfp595,ENSMUSG00000057842
ZNF683,,ENSG00000176083,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0010468;GO:0002376;GO:0045087;GO:0002250;GO:0000978;GO:0006357;GO:0002682;GO:0051239;GO:1990841;GO:0003700;GO:0032823;GO:0033082;GO:0051136;GO:0032826;GO:0000122;GO:0010628;GO:0050852;GO:0032689;GO:1904637,Y,,N,,
ZNF684,,ENSG00000117010,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000981;GO:0006357;GO:1990837;GO:0000977,Y,,N,,
ZNF687,,ENSG00000143373,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0005737;GO:0005829;GO:0005654;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0006355;GO:0003700,Y,,N,Zfp687,ENSMUSG00000019338
ZNF688,,ENSG00000229809,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0003700,Y,,N,Zfp688,ENSMUSG00000045251
ZNF689,,ENSG00000156853,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0035914,Y,,N,Zfp689,ENSMUSG00000048921
ZNF69,,ENSG00000198429,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0000977;GO:0042802,Y,,N,Zfp78,ENSMUSG00000055150
ZNF691,,ENSG00000164011,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Inferred motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0006357;GO:0003700,Y,,N,Zfp691,ENSMUSG00000045268
ZNF692,,ENSG00000171163,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0005654;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0080090;GO:0060255;GO:0005730;GO:0000978;GO:0006357;GO:0001227;GO:0000122;GO:0003700;GO:0006111,Y,,N,Zfp692,ENSMUSG00000037243
ZNF695,,ENSG00000197472,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0005515;GO:0008270;GO:0006355;GO:0000122;GO:0000978;GO:0000981,Y,,N,Zfp595,ENSMUSG00000057842
ZNF696,,ENSG00000185730,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF697,,ENSG00000143067,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Inferred motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0034341;GO:0035198,Y,,N,Zfp697,ENSMUSG00000050064
ZNF699,,ENSG00000196110,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF7,,ENSG00000147789,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,Zfp7,ENSMUSG00000033669
ZNF70,,ENSG00000187792,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0005737;GO:0046872;GO:0003677;GO:0008270;GO:0005515;GO:0000981;GO:0006357;GO:0000977;GO:0043076,Y,,N,,
ZNF700,,ENSG00000196757,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,Zfp961,ENSMUSG00000052446
ZNF701,,ENSG00000167562,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF703,,ENSG00000183779,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,Zfp703,ENSMUSG00000085795
ZNF704,,ENSG00000164684,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0006357;GO:1990837;GO:0003700;GO:0000987,Y,,N,Zfp704,ENSMUSG00000040209
